session_id,stage_id,result,vote_id
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t3-poll,"{""1"":1,""4"":1,""5"":1,""6"":1,""7"":1,""10"":7}",t3-q2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t3-poll,"{""1"":1,""3"":2,""5"":1,""7"":1,""10"":7}",t3-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t6-poll,"{""5"":1,""6"":3,""7"":1,""8"":1,""10"":6}",t6-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t6-poll,"{""3"":1,""5"":4,""6"":1,""8"":3,""10"":3}",q6-q2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t9-poll,"{""3"":1,""5"":1,""6"":1,""8"":2,""10"":7}",t9-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t9-poll,"{""3"":2,""4"":2,""5"":1,""8"":1,""10"":6}",t9-q2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t12-poll,"{""1"":2,""2"":3,""4"":1,""5"":2,""10"":4}",t12-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t12-poll,"{""0"":1,""5"":4,""7"":2,""8"":2,""9"":1,""10"":2}",t12-q2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t15-taking-temperature,"{""1"":1,""4"":1,""5"":1,""7"":1,""9"":4,""10"":4}",t15-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t15-taking-temperature,"{""5"":2,""8"":3,""9"":2,""10"":5}",t15-q2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t15-taking-temperature,"{""3"":2,""5"":5,""7"":1,""8"":2,""10"":2}",t15-q4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t15-taking-temperature,"{""0"":2,""5"":4,""7"":2,""8"":1,""9"":2,""10"":1}",t15-q5
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t15-taking-temperature,"{""3"":1,""5"":3,""6"":1,""7"":3,""10"":4}",t15-q3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t17-final-vote,"{""3"":1,""5"":1,""6"":1,""8"":1,""9"":3,""10"":5}",t17-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t17-final-vote,"{""4"":1,""5"":2,""7"":1,""9"":1,""10"":7}",t17-q2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t17-final-vote,"{""2"":1,""3"":1,""4"":1,""5"":3,""6"":1,""7"":1,""8"":1,""10"":3}",t17-q4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t17-final-vote,"{""3"":1,""4"":1,""5"":3,""6"":1,""7"":1,""8"":1,""10"":4}",t17-q3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,t17-final-vote,"{""0"":2,""3"":1,""4"":1,""5"":3,""6"":1,""9"":2,""10"":2}",t17-q5
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,o2-poll,"{""2"":1,""4"":1,""7"":1,""8"":4,""9"":2,""10"":3}",o2-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,o3-poll,"{""5"":3,""6"":1,""7"":2,""8"":1,""9"":3,""10"":2}",o3-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,o3-poll,"{""0"":1,""1"":1,""3"":1,""4"":3,""5"":4,""8"":1,""10"":1}",o3-q3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,o3-poll,"{""3"":2,""4"":1,""5"":1,""6"":3,""8"":2,""10"":3}",o3-q4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,o3-poll,"{""1"":1,""3"":1,""7"":1,""8"":4,""9"":1,""10"":4}",o3-q2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,o4-poll,"{""4"":1,""6"":2,""8"":1,""10"":8}",o4-q1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":1,""4"":3,""5"":4}",fq-1-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":3,""4"":1,""5"":3}",fq-1-5
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":6,""2"":2,""3"":1}",fq-1-6
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":2,""3"":3,""4"":3,""5"":1}",fq-1-7
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":1,""3"":7}",fq-2-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":6}",fq-2-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":6,""2"":3}",fq-2-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":3,""4"":4}",fq-2-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":5,""4"":3}",fq-3-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":3,""4"":4}",fq-3-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":3,""4"":4}",fq-3-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":4,""4"":4}",fq-3-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":1,""3"":3,""4"":2,""5"":2}",fq-4-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""3"":2,""4"":2,""5"":2,""6"":2}",fq-4-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""4"":3,""5"":2,""6"":3}",fq-4-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":1,""4"":3,""6"":3,""7"":2}",fq-5-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""4"":3,""5"":3,""6"":1,""7"":1}",fq-5-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":4,""5"":2}",fq-5-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""3"":1,""4"":4,""5"":3}",fq-5-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":2,""5"":4}",fq-6-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":2,""5"":1}",fq-6-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":4,""4"":1,""5"":4}",fq-6-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":2,""2"":2,""3"":2,""4"":2,""5"":1}",fq-1-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":2,""4"":5,""5"":2}",fq-1-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":3,""3"":2,""4"":3,""5"":1}",fq-1-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":1,""4"":3,""5"":5}",fq-1-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":3,""4"":1,""5"":4}",fq-1-5
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":7,""2"":2,""3"":1}",fq-1-6
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":3,""3"":3,""4"":3,""5"":1}",fq-1-7
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":1,""3"":8}",fq-2-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":7}",fq-2-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":6,""2"":4}",fq-2-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":4}",fq-2-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":6,""4"":3}",fq-3-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":3,""3"":3,""4"":4}",fq-3-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":3,""4"":5}",fq-3-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":4,""4"":5}",fq-3-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":1,""3"":3,""4"":2,""5"":3}",fq-4-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""3"":2,""4"":2,""5"":3,""6"":2}",fq-4-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""4"":3,""5"":3,""6"":3}",fq-4-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":1,""4"":3,""6"":3,""7"":3}",fq-5-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""4"":3,""5"":3,""6"":2,""7"":1}",fq-5-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":5,""5"":2}",fq-5-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""3"":1,""4"":5,""5"":3}",fq-5-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":2,""5"":5}",fq-6-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":2,""5"":2}",fq-6-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":4,""4"":1,""5"":5}",fq-6-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":3,""2"":2,""3"":2,""4"":2,""5"":1}",fq-1-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":2,""4"":6,""5"":2}",fq-1-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":3,""3"":2,""4"":3,""5"":2}",fq-1-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":3,""5"":5}",fq-1-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":1,""5"":4}",fq-1-5
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":8,""2"":2,""3"":1}",fq-1-6
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":4,""3"":3,""4"":3,""5"":1}",fq-1-7
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":1,""3"":9}",fq-2-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":8}",fq-2-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":7,""2"":4}",fq-2-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":5,""4"":4}",fq-2-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":6,""3"":1,""4"":3}",fq-3-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":3,""3"":3,""4"":5}",fq-3-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":5}",fq-3-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":5}",fq-3-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":1,""3"":3,""4"":2,""5"":4}",fq-4-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""3"":3,""4"":2,""5"":3,""6"":2}",fq-4-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""4"":3,""5"":4,""6"":3}",fq-4-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":1,""4"":3,""6"":3,""7"":4}",fq-5-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""4"":3,""5"":3,""6"":2,""7"":2}",fq-5-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":5,""5"":3}",fq-5-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""3"":1,""4"":5,""5"":4}",fq-5-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":2,""5"":6}",fq-6-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":2,""5"":3}",fq-6-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":4,""4"":1,""5"":6}",fq-6-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":4,""2"":2,""3"":2,""4"":2,""5"":1}",fq-1-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":2,""4"":7,""5"":2}",fq-1-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":3,""3"":2,""4"":4,""5"":2}",fq-1-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":3,""5"":6}",fq-1-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":3,""3"":4,""4"":1,""5"":4}",fq-1-5
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":9,""2"":2,""3"":1}",fq-1-6
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":4,""2"":1,""3"":3,""4"":3,""5"":1}",fq-1-7
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":2,""3"":9}",fq-2-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":9}",fq-2-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":8,""2"":4}",fq-2-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":5,""4"":5}",fq-2-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":2,""2"":6,""3"":1,""4"":3}",fq-3-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":3,""3"":3,""4"":6}",fq-3-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":6}",fq-3-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":5,""4"":5}",fq-3-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""2"":1,""3"":3,""4"":2,""5"":5}",fq-4-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""3"":3,""4"":2,""5"":3,""6"":3}",fq-4-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""4"":3,""5"":4,""6"":4}",fq-4-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":1,""4"":3,""6"":3,""7"":5}",fq-5-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""4"":3,""5"":4,""6"":2,""7"":2}",fq-5-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":5,""5"":4}",fq-5-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":1,""3"":1,""4"":5,""5"":5}",fq-5-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":1,""3"":2,""4"":3,""5"":6}",fq-6-1
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":2,""3"":4,""4"":2,""5"":4}",fq-6-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":4,""4"":1,""5"":7}",fq-6-3
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""1"":5,""2"":2,""3"":2,""4"":2,""5"":1}",fq-1-4
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""3"":2,""4"":8,""5"":2}",fq-1-2
9b76e62edbba6caa69fbfa37d3d2faf8ce0b6b9230292d6487300273610bc6b8c83883c7122db7cb94c4422338e22e08,final-questions,"{""2"":3,""3"":2,""4"":4,""5"":3}",fq-1-3
